id,title,content,keywords,publication_date,processed_text,ce_areas,ai_technologies,num_ce_tags,num_ai_tags
504,Evaluating irrigation strategies and cultivar response of tomato and pepper under automated drip systems in high tunnel and open field environments in North Dakota,"In North Dakota, vegetable production is limited due to cold spring temperatures and a short growing season. High tunnels, also called unheated greenhouses,...",tunnel automation,2025-12-27,north dakota vegetable production limited due cold spring temperature short growing season high tunnel called unheated greenhouse,Geotechnical,Robotics/Automation,1,1
505,Can AI protect the water supply? These Moravian Academy students have founded a company around it,"It took nearly 18,000 photos to train an artificial intelligence algorithm to detect hazardous materials within construction runoff, but now the 17-year-old...",construction artificial intelligence,2025-12-27,took nearly 000 photo train artificial intelligence algorithm detect hazardous material within construction runoff year old,Structural,"Machine Learning, Artificial Intelligence",1,2
506,When Will Small And Mid-Sized Businesses In Construction Truly Adopt AI? Tech Company Trimble Urges Patience.,"In the construction industry, AI use cases are beginning to grow. Construction Industries Slowly Adapting AI. At my clients' jobsites, I'm seeing a number...",construction artificial intelligence,2025-12-27,construction industry use case beginning grow construction industry slowly adapting client jobsites seeing number,,Artificial Intelligence,0,1
507,Top 3 Construction Trends to Watch in 2026,"The construction industry stands at a pivotal moment. As we look toward 2026, technological innovation, sustainability demands, and evolving workforce...",construction artificial intelligence,2025-12-27,construction industry stand pivotal moment look toward 2026 technological innovation sustainability demand evolving workforce,Environmental Engineering,Artificial Intelligence,1,1
508,What 2025 Taught Us About The Future Of Construction Tech,"The end of 2025 offers a natural moment to pause and reflect on the construction sector's trajectory, and the future of construction tech.",construction artificial intelligence,2025-12-27,end 2025 offer natural moment pause reflect construction sector trajectory future construction tech,,,0,0
509,Google buys Intersect for $4.75B to solve AI's power crisis,Alphabet acquires Intersect for $4.75 billion in cash to accelerate data center energy capacity. Deal includes multiple gigawatts of projects under...,construction artificial intelligence,2025-12-27,alphabet acquires intersect billion cash accelerate data center energy capacity deal includes multiple gigawatts project,,Artificial Intelligence,0,1
510,Adani Group to explore construction of nuclear plants to power AI ambitions - report,"Adani Group, one of India's largest companies, is exploring the potential of setting up nuclear energy plants to power its artificial intelligence data...",construction artificial intelligence,2025-12-27,adani group one india largest company exploring potential setting nuclear energy plant power artificial intelligence data,,Artificial Intelligence,0,1
511,Researchers Employ XGBoost and Neural Networks to Predict Housing Productivity in Construction Management,"A recent study conducted by researchers Hassoon, Ghazali, and Khaleel explores the use of advanced machine learning techniques to predict housing...",construction machine learning,2025-12-27,recent study conducted researcher hassoon ghazali khaleel explores use advanced machine learning technique predict housing,Construction Management,Machine Learning,1,1
512,How machine learning is helping architects design more sustainable cities,Emerging technologies like visualisation and rendering software powered by AI and machine learning enable architects to assess sustainability early in the...,construction machine learning,2025-12-27,emerging technology like visualisation rendering software powered machine learning enable architect assess sustainability early,"Structural, Environmental Engineering","Computer Vision, Machine Learning, Artificial Intelligence",2,3
513,Machine Learning Projects,"Machine learning is a type of artificial intelligence (AI) that helps computers recognize patterns in data, improving as they receive more information.",construction machine learning,2025-12-27,machine learning type artificial intelligence help computer recognize pattern data improving receive information,,"Machine Learning, Artificial Intelligence",0,2
514,How AI and Machine Learning Shape Civil Engineering Projects,"In the modern era, the convergence of artificial intelligence (AI) and machine learning (ML) with civil engineering projects is revolutionizing how...",construction machine learning,2025-12-27,modern era convergence artificial intelligence machine learning civil engineering project revolutionizing,,"Machine Learning, Artificial Intelligence",0,2
515,Functional analysis of hyperautomation in construction for advancing efficiency and sustainability through process optimization and technological integration,"The construction industry continues to struggle with inefficiencies, high resource wastage, and persistent safety risks, which hinder progress toward...",construction machine learning,2025-12-27,construction industry continues struggle inefficiency high resource wastage persistent safety risk hinder progress toward,"Structural, Construction Management, Environmental Engineering","Generative Design, Robotics/Automation, Artificial Intelligence",3,3
516,Multimodal deep learning for entity relation extraction and spatiotemporal decision knowledge graph construction in earthquake emergency rescue,This paper proposes a novel framework integrating multimodal deep learning with spatiotemporal knowledge representation to enhance information processing...,construction machine learning,2025-12-27,paper proposes novel framework integrating multimodal deep learning spatiotemporal knowledge representation enhance information processing,"Structural, Geotechnical",Machine Learning,2,1
517,The Future of AI in Construction - Trends and Innovations,"Discover how AI is revolutionizing construction with enhanced safety, efficient project management, and innovative design solutions.",construction machine learning,2025-12-27,discover revolutionizing construction enhanced safety efficient project management innovative design solution,"Structural, Construction Management",Artificial Intelligence,2,1
518,Cross-modal deep learning enhanced mixed reality accelerates construction skill transfer from experts to students,"The proposed mixed reality training system employs a layered architecture that integrates multimodal data processing, cross-modal learning, and mixed reality...",construction machine learning,2025-12-27,proposed mixed reality training system employ layered architecture integrates multimodal data processing cross modal learning mixed reality,,"Machine Learning, Artificial Intelligence",0,2
519,Predicting the crack repair rate of self-healing concrete using soft-computing tools,"To tackle the challenges of cracking and insufficient durability in traditional concrete, researchers are exploring self-healing concrete (SHC) as a...",construction machine learning,2025-12-27,tackle challenge cracking insufficient durability traditional concrete researcher exploring self healing concrete shc,,Artificial Intelligence,0,1
520,The Future of AI in Construction - Trends and Innovations,"Discover how AI is revolutionizing construction with enhanced safety, efficient project management, and innovative design solutions.",construction computer vision,2025-12-27,discover revolutionizing construction enhanced safety efficient project management innovative design solution,"Structural, Construction Management",Artificial Intelligence,2,1
521,7 AI Trends Shaping the Future of Construction Management,The top AI trends in construction industry hint to the redefined future. The market size of AI in the sector to reach $16.96 billion by 2030.,construction computer vision,2025-12-27,top trend construction industry hint redefined future market size sector reach billion 2030,Construction Management,Artificial Intelligence,1,1
